# This data is provided "as is".  Guidewire does not guarantee its correctness or completeness, nor do we plan to update it.
50570,Marigny
50570,Hautteville La Guichard
50570,Remilly Sur Lozon
50570,La Chapelle En Juger
50570,Le Lorey
50570,Le Mesnil Amey
50570,Le Mesnil Eury
50570,Le Mesnil Vigot
50570,Lozon
50570,Cametours
50570,Carantilly
50580,St Lo D Ourville
50580,St Remy Des Landes
50580,Denneville
50580,Fierville Les Mines
50580,Portbail
50580,Le Mesnil
50580,Canville La Rocque
50590,Montmartin Sur Mer
50590,Hauteville Sur Mer
50590,Regneville Sur Mer
50600,Virey
50600,Moulines
50600,Martigny
50600,Milly
50600,Parigny
50600,St Hilaire Du Harcouet
50600,Lapenty
50600,Le Mesnillard
50600,Les Loges Marchis
50600,Chevreville
50610,Jullouville
50620,St Jean De Daye
50620,Tribehou
50620,Montmartin En Graignes
50620,Graignes
50620,St Fromond
50620,Le Dezert
50620,Le Hommet D Arthenay
50620,Le Mesnil Angot
50620,Le Mesnil Veneron
50620,Les Champs De Losque
50620,Amigny
50620,Cavigny
50630,Teurtheville Bocage
50630,Videcosville
50630,Morsalines
50630,Octeville L Avenel
50630,Crasville
50630,Quettehou
50630,La Pernelle
50630,Le Vast
50630,Aumeville Lestre
50640,St Symphorien Des Monts
50640,Ste Marie Du Bois
50640,Ferrieres
50640,Heusse
50640,Husson
50640,Savigny Le Vieux
50640,Le Teilleul
50640,Buais
50660,Trelly
50660,Montchaton
50660,Orval
50660,Contrieres
50660,Herenguerville
50660,Hyenville
50660,Quettreville Sur Sienne
50660,Lingreville
50660,Annoville
50670,St Laurent De Cuves
50670,St Michel De Montjoie
50670,St Pois
50670,Coulouvray Boisbenatre
50670,Cuves
50670,Le Mesnil Gilbert
50670,Lingeard
50670,Brecey
50680,St Jean De Savigny
50680,Villiers Fossard
50680,Moon Sur Elle
50680,Couvains
50680,St Andre De L Epine
50680,St Clair Sur L Elle
50680,St Georges D Elle
50680,La Luzerne
50680,Airel
50680,Cerisy La Foret
50690,St Martin Le Greard
50690,Teurtheville Hague
50690,Virandeville
50690,Martinvast
50690,Nouainville
50690,Couville
50690,Flottemanville Hague
50690,Hardinvast
50690,Sideville
50700,St Joseph
50700,Tamerville
50700,Urville
50700,Valognes
50700,Yvetot Bocage
50700,Montaigu La Brisette
50700,Morville
50700,Flottemanville
50700,Hemevez
50700,Huberville
50700,Saussemesnil
50700,St Germain De Tournebut
50700,Lieusaint
50700,Brix
50700,Colomby
50710,Creances
50720,St Cyr Du Bailleul
50720,St Georges De Rouelley
50720,Barenton
50730,St Martin De Landelles
50730,Hamelin
50730,St Brice De Landelles
50740,St Michel Des Loups
50740,Carolles
50750,St Martin De Bonfosse
50750,St Romphaire
50750,St Samson De Bonfosse
50750,Ste Suzanne Sur Vire
50750,Dangy
50750,Gourfaleur
50750,Quibou
50750,Soulles
50750,St Ebremond De Bonfosse
50750,La Mancelliere Sur Vire
50750,Le Mesnil Herman
50750,Canisy
50760,Ste Genevieve
50760,Valcanville
50760,Montfarville
50760,Gatteville Le Phare
50760,Reville
50760,Le Vicel
50760,Anneville En Saire
50760,Barfleur
50770,Creances
50770,Pirou
50800,St Martin Le Bouillant
50800,St Maur Des Bois
50800,Ste Cecile
50800,Villedieu Les Poeles
50800,Fleury
50800,Rouffigny
50800,La Bloutiere
50800,La Chapelle Cecelin
50800,La Colombe
50800,La Lande D Airou
50800,La Trinite
50800,Beslon
50800,Boisyvon
50800,Bourguenolles
50800,Champrepus
50800,Cherence Le Heron
50810,St Jean Des Baisants
50810,St Pierre De Semilly
50810,Vidouville
50810,Montrabot
50810,Notre Dame D Elle
50810,Precorbin
50810,Rouxeville
50810,St Germain D Elle
50810,La Barre De Semilly
50810,Berigny
50810,Cerisy La Foret
50820,Sottevast
50840,St Pierre Eglise
50840,Fermanville
50850,Ger
50850,Sourdeval
50850,Le Fresne Poret
50860,Moyon
50860,Le Mesnil Opac
50860,Canisy
50870,Ste Eugienne
50870,Ste Pience
50870,Subligny
50870,Tirepied
50870,Plomb
50870,Le Luot
50870,Braffais
50870,Chavoy
50880,St Jean De Daye
50880,Pont Hebert
50880,La Meauffe
50890,Conde Sur Vire
51000,Chalons En Champagne
51100,Reims
51100,La Neuvillette
51110,Warmeriville
51110,Fresnes Les Reims
51110,Heutregiville
51110,Isles Sur Suippe
51110,Pomacle
51110,St Etienne Sur Suippe
51110,Lavannes
51110,Aumenancourt
51110,Bazancourt
51110,Boult Sur Suippe
51110,Bourgogne
51110,Caurel
51120,St Loup
51120,St Quentin Le Verger
51120,St Remy Sous Broyes
51120,Villeneuve St Vistre Vill
51120,Vindey
51120,Moeurs Verdey
51120,Mondement Montgivroux
51120,Nesle La Reposte
51120,Fontaine Denis Nuisy
51120,Gaye
51120,Oyes
51120,Peas
51120,Queudes
51120,Reuves
51120,Saudoy
51120,Sezanne
51120,Soizy Aux Bois
51120,La Forestiere
51120,La Villeneuve Les Charlev
51120,Lachy
51120,Le Meix St Epoing
51120,Les Essarts Les Sezanne
51120,Allemant
51120,Barbonne Fayel
51120,Broyes
51120,Charleville
51120,Chichey
51130,St Mard Les Rouffy
51130,Toulon La Montagne
51130,Trecon
51130,Val Des Marais
51130,Velye
51130,Vert Toulon
51130,Vertus
51130,Villeneuve Renneville Che
51130,Villers Aux Bois
51130,Villeseneux
51130,Voipreux
51130,Vouzy
51130,Morains
51130,Etrechy
51130,Germinon
51130,Gionges
51130,Givry Les Loisy
51130,Pierre Morains
51130,Pocancy
51130,Rouffy
51130,Soulieres
51130,Loisy En Brie
51130,Aulnay Aux Planches
51130,Aulnizeux
51130,Bergeres Les Vertus
51130,Chaintrix Bierges
51130,Chaltrait
51130,Clamanges
51140,Treslon
51140,Trigny
51140,Vandeuil
51140,Ventelay
51140,Montigny Sur Vesle
51140,Muizon
51140,Courcelles Sapicourt
51140,Hourges
51140,Jonchery Sur Vesle
51140,Pevy
51140,Prouilly
51140,Romain
51140,Bouvancourt
51140,Branscourt
51140,Breuil
51140,Chalons Sur Vesle
51140,Chenay
51150,Tauxieres Mutry
51150,Tours Sur Marne
51150,Vraux
51150,Conde Sur Marne
51150,Isse
51150,Jalons
51150,Plivot
51150,Juvigny
51150,Louvois
51150,Aigny
51150,Ambonnay
51150,Athis
51150,Aulnay Sur Marne
51150,Bisseuil
51150,Bouzy
51150,Champigneul Champagne
51150,Cherville
51160,Mutigny
51160,Mareuil Sur Ay
51160,Fontaine Sur Ay
51160,Germaine
51160,Hautvillers
51160,St Imoges
51160,Avenay Val D Or
51160,Ay
51160,Champillon
51170,Tramery
51170,Unchair
51170,Ville En Tardenois
51170,Mont Sur Courville
51170,Magneux
51170,Marfaux
51170,Courlandon
51170,Courville
51170,Crugny
51170,Faverolles Et Coemy
51170,Fismes
51170,Poilly
51170,Romigny
51170,Sarcy
51170,Savigny Sur Ardres
51170,Serzy Et Prin
51170,St Gilles
51170,Lagery
51170,Lhery
51170,Aougny
51170,Arcis Le Ponsart
51170,Aubilly
51170,Baslieux Les Fismes
51170,Bligny
51170,Bouleuse
51170,Brouillet
51170,Chambrecy
51170,Chaumuzy
51190,Oger
51190,Flavigny
51190,Grauves
51190,Le Mesnil Sur Oger
51190,Les Istres Et Bury
51190,Avize
51200,St Martin D Ablois
51200,Vinay
51200,Monthelon
51200,Morangis
51200,Moslins
51200,Moussy
51200,Magenta
51200,Mancy
51200,Mardeuil
51200,Oiry
51200,Cramant
51200,Cuis
51200,Dizy
51200,Epernay
51200,Pierry
51200,Brugny Vaudancourt
51200,Chavot Courcourt
51200,Chouilly
51210,Trefols
51210,Vauchamps
51210,Verdon
51210,Montmirail
51210,Morsains
51210,Margny
51210,Mecringes
51210,Corfelix
51210,Corrobert
51210,Fromentieres
51210,Janvilliers
51210,Rieux
51210,Le Breuil
51210,Le Gault Soigny
51210,Le Thoult Trosnay
51210,Le Vezier
51210,Maclaunay
51210,Bergeres Sous Montmirail
51210,Boissy Le Repos
51220,St Thierry
51220,Thil
51220,Villers Franqueux
51220,Merfy
51220,Cormicy
51220,Courcy
51220,Hermonville
51220,Pouillon
51220,Loivre
51220,Bermericourt
51220,Brimont
51220,Cauroy Les Hermonville
51230,Thaas
51230,Marigny
51230,Normee
51230,Ognes
51230,Connantray Vaurefroy
51230,Connantre
51230,Corroy
51230,Ecury Le Repos
51230,Euvy
51230,Faux Fresnay
51230,Fere Champenoise
51230,Gourgancon
51230,Pleurs
51230,Lenharree
51230,Linthelles
51230,Linthes
51230,Angluzelles Et Courcelles
51230,Bannes
51230,Broussy Le Grand
51230,Broussy Le Petit
51240,St Jean Sur Moivre
51240,St Martin Aux Champs
51240,St Quentin Sur Coole
51240,Togny Aux Boeufs
51240,Vesigneul Sur Marne
51240,Vitry La Ville
51240,Vouciennes
51240,Mairy Sur Marne
51240,Marson
51240,Moivre
51240,Nuisement Sur Coole
51240,Omey
51240,Coupetz
51240,Coupeville
51240,Dampierre Sur Moivre
51240,Ecury Sur Coole
51240,Francheville
51240,Pogny
51240,Songy
51240,St Germain La Ville
51240,La Chaussee Sur Marne
51240,Le Fresne
51240,Ablancourt
51240,Aulnay L Aitre
51240,Breuvery Sur Coole
51240,Cernon
51240,Cheppes La Prairie
51240,Chepy
51250,Villers Le Sec
51250,Sermaize Les Bains
51250,Alliancelles
51250,Cheminon
51260,St Just Sauvage
51260,St Saturnin
51260,Villiers Aux Corneilles
51260,Vouarces
51260,Montgenost
51260,Marcilly Sur Seine
51260,Marsangis
51260,Conflans Sur Seine
51260,Courcemain
51260,Esclavolles Lurey
51260,Granges Sur Aube
51260,Potangis
51260,Saron Sur Aube
51260,La Celle Sous Chantemerle
51260,La Chapelle Lasson
51260,Allemanche Launay Et Soye
51260,Anglure
51260,Bagneux
51260,Baudement
51260,Bethon
51260,Chantemerle
51260,Clesles
51270,Suizy Le Franc
51270,Talus St Prix
51270,Villevenard
51270,Montmort Lucy
51270,Mareuil En Brie
51270,Orbais L Abbaye
51270,Congy
51270,Corribert
51270,Courjeonnet
51270,Etoges
51270,Ferebrianges
51270,La Caure
51270,La Chapelle Sous Orbais
51270,La Ville Sous Orbais
51270,Le Baizil
51270,Lucy
51270,Bannay
51270,Baye
51270,Beaunay
51270,Champaubert
51270,Coizard Joches
51290,St Remy En Bouzemont St G
51290,St Utin
51290,Ste Marie Du Lac Nuisemen
51290,Margerie Hancourt
51290,Moncetz L Abbaye
51290,Neuville Sous Arzillieres
51290,Drosnay
51290,Ecollemont
51290,Giffaumont Champaubert
51290,Gigny Bussy
51290,Hauteville
51290,Isle Sur Marne
51290,Outines
51290,Somsois
51290,St Cheron
51290,Landricourt
51290,Larzicourt
51290,Lignon
51290,Ambrieres
51290,Arrigny
51290,Arzillieres Neuville
51290,Brandonvillers
51290,Chapelaine
51290,Chatillon Sur Broue
51300,St Lumier En Champagne
51300,St Quentin Les Marais
51300,Thieblemont Faremont
51300,Vauclerc
51300,Vavray Le Grand
51300,Vavray Le Petit
51300,Vitry En Perthois
51300,Vitry Le Francois
51300,Maisons En Champagne
51300,Marolles
51300,Matignicourt Goncourt
51300,Merlaut
51300,Norrois
51300,Orconte
51300,Courdemanges
51300,Couvrot
51300,Dompremy
51300,Drouilly
51300,Ecriennes
51300,Favresse
51300,Frignicourt
51300,Glannes
51300,Haussignemont
51300,Heiltz Le Hutier
51300,Huiron
51300,Outrepont
51300,Plichancourt
51300,Ponthion
51300,Pringy
51300,Reims La Brulee
51300,Soulanges
51300,St Amand Sur Fion
51300,Le Buisson
51300,Les Rivieres Henruel
51300,Lisse En Champagne
51300,Loisy Sur Marne
51300,Luxemont Et Villotte
51300,Bassu
51300,Bassuet
51300,Bignicourt Sur Marne
51300,Blacy
51300,Blaise Sous Arzillieres
51300,Brusson
51300,Changy
51300,Chatelraould St Louvent
51300,Cloyes Sur Marne
51310,Villeneuve La Lionne
51310,Neuvy
51310,Courgivaux
51310,Escardes
51310,Esternay
51310,Joiselle
51310,Reveillon
51310,St Bon
51310,La Noue
51310,Les Essarts Le Vicomte
51310,Bouchy St Genest
51310,Champguyon
51310,Chatillon Sur Morin
51320,St Ouen Domprot
51320,Vassimont Et Chapelaine
51320,Vatry
51320,Montepreux
51320,Coole
51320,Corbeil
51320,Dommartin Lettree
51320,Faux Vesigneul
51320,Fontaine Sur Coole
51320,Haussimont
51320,Humbauville
51320,Sommesous
51320,Sompuis
51320,Soude
51320,Soudron
51320,Le Meix Tiercelin
51320,Breban
51320,Bussy Lettree
51330,St Jean Devant Possesse
51330,St Mard Sur Le Mont
51330,Vanault Le Chatel
51330,Vernancourt
51330,Vroil
51330,Noirlieu
51330,Contault
51330,Dampierre Le Chateau
51330,Dommartin Varimont
51330,Epense
51330,Givry En Argonne
51330,Possesse
51330,Rapsecourt
51330,Remicourt
51330,Somme Yevre
51330,La Neuville Aux Bois
51330,Le Chatelier
51330,Le Vieil Dampierre
51330,Les Charmontois
51330,Belval En Argonne
51330,Bettancourt La Longue
51330,Bussy Le Repos
51330,Charmont
51340,St Lumier La Populeuse
51340,St Vrain
51340,Trois Fontaines L Abbaye
51340,Val De Viere
51340,Vanault Les Dames
51340,Vouillers
51340,Maurupt Le Montois
51340,Etrepy
51340,Heiltz L Eveque
51340,Heiltz Le Maurupt
51340,Pargny Sur Saulx
51340,Scrupt
51340,Sogny En L Angle
51340,Jussecourt Minecourt
51340,Bignicourt Sur Saulx
51340,Blesme
51350,Cormontreuil
51360,Val De Vesle
51360,Verzenay
51360,Prunay
51360,Beaumont Sur Vesle
51370,Thillois
51370,Ormes
51370,St Brice Courcelles
51370,Les Mesneux
51370,Champigny
51380,Trepail
51380,Vaudemanges
51380,Verzy
51380,Villers Marmery
51390,Ville Dommange
51390,Vrigny
51390,Mery Premecy
51390,Coulommes La Montagne
51390,Courmas
51390,Germigny
51390,Gueux
51390,Janvry
51390,Jouy Les Reims
51390,Pargny Les Reims
51390,Rosnay
51390,St Euphraise Et Clairizet
51390,Bouilly
51400,Vadenay
51400,Mourmelon Le Grand
51400,Mourmelon Le Petit
51400,Cuperly
51400,Dampierre Au Temple
51400,Prosnes
51400,Sept Saulx
51400,St Hilaire Au Temple
51400,Les Grandes Loges
51400,Les Petites Loges
51400,Livry Louvercy
51400,Baconnes
51400,Billy Le Grand
51400,Bouy
51420,Witry Les Reims
51420,Nogent L Abbesse
51420,Berru
51420,Cernay Les Reims
51430,Tinqueux
51430,Bezannes
51450,Betheny
51460,Tilloy Et Bellay
51460,Courtisols
51460,Herpont
51460,Poix
51460,Somme Vesle
51460,St Etienne Au Temple
51460,L Epine
51470,St Memmie
51470,Moncetz Longevas
51480,Vauciennes
51480,Venteuil
51480,Nanteuil La Foret
51480,Oeuilly
51480,Cormoyeux
51480,Courtagnon
51480,Cuchery
51480,Cumieres
51480,Damery
51480,Fleury La Riviere
51480,Pourcy
51480,Reuil
51480,Romery
51480,La Neuville Aux Larris
51480,Belval Sous Chatillon
51480,Boursault
51480,Champlat Et Boujacourt
51490,St Martin L Heureux
51490,St Masmes
51490,Dontrien
51490,Epoye
51490,Pontfaverger Moronvillier
51490,Selles
51490,St Hilaire Le Petit
51490,Beine Nauroy
51490,Betheniville
51500,St Leonard
51500,Taissy
51500,Trois Puits
51500,Ville En Selve
51500,Villers Allerand
51500,Villers Aux Noeuds
51500,Montbre
51500,Mailly Champagne
51500,Ecueil
51500,Puisieulx
51500,Rilly La Montagne
51500,Sacy
51500,Sermiers
51500,Sillery
51500,Ludes
51500,Chamery
51500,Champfleury
51500,Chigny Les Roses
51510,St Pierre
51510,Thibie
51510,Villers Le Chateau
51510,Matougues
51510,Coolus
51510,Fagnieres
51510,St Gibrien
51510,Cheniers
51510,Compertrix
51520,St Martin Sur Le Pre
51520,Recy
51520,Sarry
51520,Sogny Aux Moulins
51520,La Veuve
51520,Chalons En Champagne
51530,Epernay
51600,St Jean Sur Tourbe
51600,St Remy Sur Bussy
51600,St Souplet Sur Py
51600,Ste Marie A Py
51600,Suippes
51600,Vaudesincourt
51600,Jonchery Sur Suippe
51600,Somme Suippe
51600,Somme Tourbe
51600,Sommepy Tahure
51600,Souain Perthes Les Hurlus
51600,St Hilaire Le Grand
51600,La Cheppe
51600,La Croix En Champagne
51600,Laval Sur Tourbe
51600,Auberive
51600,Bussy Le Chateau
51700,Ste Gemme
51700,Troissy
51700,Vandieres
51700,Verneuil
51700,Villers Sous Chatillon
51700,Vincelles
51700,Mareuil Le Port
51700,Nesle Le Repons
51700,Olizy
51700,Courthiezy
51700,Cuisles
51700,Dormans
51700,Festigny
51700,Igny Comblizy
51700,Jonquery
51700,Passy Grigny
51700,Port A Binson
51700,Soilly
51700,Leuvrigny
51700,Anthenay
51700,Baslieux Sous Chatillon
51700,Binson Et Orquigny
51700,Champvoisy
51700,Chatillon Sur Marne
51800,St Mard Sur Auve
51800,St Thomas En Argonne
51800,Ste Menehould
51800,Valmy
51800,Verrieres
51800,Vienne La Ville
51800,Vienne Le Chateau
51800,Ville Sur Tourbe
51800,Villers En Argonne
51800,Virginy
51800,Voilemont
51800,Wargemoulin Hurlus
51800,Maffrecourt
51800,Malmy
51800,Massiges
51800,Minaucourt Le Mesnil
51800,Moiremont
51800,Courtemont
51800,Dommartin Dampierre
51800,Dommartin Sous Hans
51800,Eclaires
51800,Elise Daucourt
51800,Florent En Argonne
51800,Fontaine En Dormois
51800,Gizaucourt
51800,Gratreuil
51800,Hans
51800,Passavant En Argonne
51800,Rouvroy Ripont
51800,Servon Melzicourt
51800,Sivry Ante
51800,Somme Bionne
51800,La Chapelle Felcourt
51800,La Neuville Au Pont
51800,Le Chemin
51800,Argers
51800,Auve
51800,Berzieux
51800,Binarville
51800,Braux St Remy
51800,Braux Ste Cohiere
51800,Cernay En Dormois
51800,Chatrices
51800,Chaudefontaine
52000,Treix
52000,Verbiesles
52000,Villiers Le Sec
52000,Montsaon
52000,Neuilly Sur Suize
52000,Condes
52000,Crenay
52000,Euffigneix
52000,Jonchery
52000,Riaucourt
52000,Sarcicourt
52000,Semoutiers Montsaon
52000,Laharmand
52000,Laville Aux Bois
52000,Luzy Sur Marne
52000,Brethenay
52000,Brottes
52000,Buxieres Les Villiers
52000,Chamarandes
52000,Chamarandes Choignes
52000,Chaumont
52000,Choignes
52100,Valcourt
52100,Villiers En Lieu
52100,Moeslains
52100,Hallignicourt
52100,Perthes
52100,Sapignicourt
52100,St Dizier
52100,St Eulien
52100,Laneuville Au Pont
52100,Bettancourt La Ferree
52100,Chancenay
52110,Tremilly
52110,Villiers Aux Chenes
52110,Morancourt
52110,Mertrud
52110,Nully Tremilly
52110,Courcelles Sur Blaise
52110,Daillancourt
52110,Dommartin Le Franc
52110,Dommartin Le St Pere
52110,Doulevant Le Chateau
52110,Flammerecourt
52110,Lescheres Sur Le Blaisero
52110,Ambonville
52110,Arnancourt
52110,Baudrecourt
52110,Beurville
52110,Blumeray
52110,Bouzancourt
52110,Brachay
52110,Charmes En L Angle
52110,Charmes La Grande
52110,Cirey Sur Blaise
52120,Valdelancourt
52120,Villars En Azois
52120,Marmesse
52120,Orges
52120,Ormoy Sur Aube
52120,Creancey
52120,Dinteville
52120,Essey Les Ponts
52120,Pont La Ville
52120,Richebourg
52120,Silvarouvres
52120,Laferte Sur Aube
52120,Lanty Sur Aube
52120,Latrecey Ormoy Sur Aube
52120,Aizanville
52120,Autreville Sur La Renne
52120,Blessonville
52120,Braux Le Chatel
52120,Bricon
52120,Chateauvillain
52130,Troisfontaines La Ville
52130,Valleret
52130,Vaux Sur Blaise
52130,Ville En Blaisois
52130,Villiers Aux Bois
52130,Voillecomte
52130,Wassy
52130,Montreuil Sur Blaise
52130,Magneux
52130,Domblain
52130,Doulevant Le Petit
52130,Fays
52130,Flornoy
52130,Rachecourt Suzemont
52130,Sommancourt
52130,Louvemont
52130,Allichamps
52130,Attancourt
52130,Avrainville
52130,Bailly Aux Forges
52130,Brousseval
52140,Val De Meuse
52140,Montigny Le Roi
52140,Maulain
52140,Dammartin Sur Meuse
52140,Epinant
52140,Is En Bassigny
52140,Provencheres Sur Meuse
52140,Ranconnieres
52140,Rangecourt
52140,Ravennefontaines
52140,Recourt
52140,Sarrey
52140,Saulxures
52140,Lavernoy
52140,Lavilleneuve
52140,Lecourt
52140,Avrecourt
52140,Chauffourt
52150,St Thiebault
52150,Vaudrecourt
52150,Malaincourt Sur Meuse
52150,Nijon
52150,Doncourt Sur Meuse
52150,Germainvilliers
52150,Gonaincourt
52150,Goncourt
52150,Graffigny Chemin
52150,Hacourt
52150,Harreville Les Chanteurs
52150,Huilliecourt
52150,Illoud
52150,Outremecourt
52150,Romain Sur Meuse
52150,Sommerecourt
52150,Soulaucourt Sur Mouzon
52150,Levecourt
52150,Bourg Ste Marie
52150,Bourmont
52150,Brainville Sur Meuse
52150,Champigneulles En Bassign
52150,Chaumont La Ville
52160,Vaillant
52160,Vals Des Tilles
52160,Villars Montroyer
52160,Villars Santenoge
52160,Villemervry
52160,Villemoron
52160,Vitry En Montagne
52160,Vivey
52160,Mouilleron
52160,Musseau
52160,Germaines
52160,Perrogney Les Fontaines
52160,Pierrefontaines
52160,Poinsenot
52160,Poinson Les Grancey
52160,Praslay
52160,Rouelles
52160,Rouvres Sur Aube
52160,Santenoge
52160,Lamargelle Aux Bois
52160,Arbot
52160,Auberive
52160,Aulnoy Sur Aube
52160,Bay Sur Aube
52160,Chalancey
52160,Chalmessin
52160,Colmier Le Bas
52160,Colmier Le Haut
52170,Narcy
52170,Fontaines Sur Marne
52170,Gourzon
52170,Prez Sur Marne
52170,Rachecourt Sur Marne
52170,Sommeville
52170,Laneuville A Bayard
52170,Bayard Sur Marne
52170,Breuil Sur Marne
52170,Chevillon
52190,St Michel
52190,Vaux Sous Aubigny
52190,Vesvres Sous Chalancey
52190,Villegusien Le Lac
52190,Villiers Les Aprey
52190,Montsaugeon
52190,Occey
52190,Courcelles Val D Esnoms
52190,Cusey
52190,Dardenay
52190,Dommarien
52190,Esnoms Au Val
52190,Isomes
52190,Percey Sous Montormentier
52190,Piepape
52190,Prangey
52190,Prauthoy
52190,Rivieres Les Fosses
52190,St Broingt Le Bois
52190,St Broingt Les Fosses
52190,Le Val D Esnoms
52190,Leuchey
52190,Aujeurres
52190,Chassigny
52190,Chatoillenot
52190,Choilley Dardenay
52200,St Martin Les Langres
52200,St Maurice
52200,St Vallier Sur Marne
52200,Vauxbons
52200,Vieux Moulins
52200,Voisines
52200,Mardor
52200,Noidant Le Rocheux
52200,Ormancey
52200,Corlee
52200,Courcelles En Montagne
52200,Humes Jorquenay
52200,Jorquenay
52200,Peigney
52200,Perrancey Les Vieux Mouli
52200,St Ciergues
52200,St Geosmes
52200,Langres
52200,Balesmes Sur Marne
52200,Bourg
52200,Brennes
52200,Champigny Les Langres
52200,Chatenay Macheron
52210,St Loup Sur Aujon
52210,Ternat
52210,Villiers Sur Suize
52210,Coupray
52210,Cour L Eveque
52210,Courcelles Sur Aujon
52210,Dancevoir
52210,Eriseul
52210,Giey Sur Aujon
52210,Rochetaillee
52210,Leffonds
52210,Arc En Barrois
52210,Aubepierre Sur Aube
52210,Bugnieres
52210,Chameroy
52220,Thilleux
52220,Montier En Der
52220,Droyes
52220,Frampas
52220,Planrupt
52220,Puellemontier
52220,Robert Magny Laneuville A
52220,Rozieres
52220,Sauvage Magny
52220,Sommevoire
52220,Laneuville A Remy
52220,Longeville Sur La Laines
52220,Louze
52220,Anglus
52220,Ceffonds
52230,Thonnance Les Moulins
52230,Montreuil Sur Thonnance
52230,Noncourt Sur Le Rongeant
52230,Echenay
52230,Epizon
52230,Germay
52230,Germisay
52230,Gillaume
52230,Harmeville
52230,Pancey
52230,Poissons
52230,Sailly
52230,Saudron
52230,Soulaincourt
52230,Laneuville Au Bois
52230,Lezeville
52230,Aingoulaincourt
52230,Annonville
52230,Bettoncourt Le Haut
52230,Bressoncourt
52230,Brouthieres
52230,Cirfontaines En Ornois
52240,Thol Les Millieres
52240,Vroncourt La Cote
52240,Maisoncelles
52240,Mennouveaux
52240,Merrey
52240,Meuvy
52240,Millieres
52240,Noyers
52240,Cuves
52240,Daillecourt
52240,Perrusse
52240,Lenizeul
52240,Longchamp
52240,Audeloncourt
52240,Bassoncourt
52240,Breuvannes En Bassigny
52240,Buxieres Les Clefmont
52240,Choiseul
52240,Clefmont
52240,Colombey Les Choiseul
52250,Verseilles Le Bas
52250,Verseilles Le Haut
52250,Orcevaux
52250,Flagey
52250,Percey Le Pautel
52250,Longeau
52250,Longeau Percey
52250,Aprey
52250,Baissey
52260,Tronchoy
52260,Marac
52260,Faverolles
52260,Rolampont
52260,Lannes
52260,Beauchemin
52260,Chanoy
52260,Charmoilles
52270,Domremy Landeville
52270,Doulaincourt Saucourt
52270,Pautaines Augeville
52270,Roches Bettaincourt
52270,Roches Sur Rognon
52270,Saucourt Sur Rognon
52270,Landeville
52270,Augeville
52270,Bettaincourt Sur Rognon
52290,Ste Liviere
52290,Eclaron Braucourt Ste Liv
52290,Humbecourt
52290,Braucourt
52300,St Urbain Maconcourt
52300,Suzannecourt
52300,Thonnance Les Joinville
52300,Vaux Sur St Urbain
52300,Vecqueville
52300,Mussey Sur Marne
52300,Maconcourt
52300,Maizieres
52300,Mathons
52300,Nomecourt
52300,Osne Le Val
52300,Curel
52300,Donjeux
52300,Effincourt
52300,Ferriere Et Lafolie
52300,Fronville
52300,Guindrecourt Aux Ormes
52300,Joinville
52300,Paroy Sur Saulx
52300,Rouvroy Sur Marne
52300,Rupt
52300,Sommermont
52300,Autigny Le Grand
52300,Autigny Le Petit
52300,Blecourt
52300,Chatonrupt Sommermont
52310,Vieville
52310,Vraincourt
52310,Marault
52310,Meures
52310,Ormoy Les Sexfontaines
52310,Oudincourt
52310,Roocourt La Cote
52310,Lamancine
52310,Anneville La Prairie
52310,Bologne
52320,Vignory
52320,Villiers Sur Marne
52320,Vouecourt
52320,Marbeville
52320,Mirbel
52320,Froncles
52320,Gudmont Villiers
52320,Provencheres Sur Marne
52320,Rouecourt
52320,Soncourt Sur Marne
52320,La Genevroye
52320,Buxieres Les Froncles
52320,Cerisieres
52330,St Martin Sur La Renne
52330,Vaudremont
52330,Montheries
52330,Curmont
52330,Gillancourt
52330,Guindrecourt Sur Blaise
52330,Harricourt
52330,Pratz
52330,Rizaucourt Buchey
52330,Sexfontaines
52330,Juzennecourt
52330,Lachapelle En Blaisy
52330,Lamothe En Blaisy
52330,Lavilleneuve Au Roi
52330,Lavilleneuve Aux Fresnes
52330,Argentolles
52330,Biernes
52330,Blaise
52330,Blaisy
52330,Buchey
52330,Champcourt
52330,Colombey Les Deux Eglises
52340,Esnouveaux
52340,Le Puits Des Mezes
52340,Ageville
52340,Biesles
52360,Marcilly En Bassigny
52360,Neuilly L Eveque
52360,Orbigny Au Mont
52360,Orbigny Au Val
52360,Dampierre
52360,Frecourt
52360,Plesnoy
52360,Poiseul
52360,Lecey
52360,Andilly En Bassigny
52360,Bannes
52360,Bonnecourt
52360,Celles En Bassigny
52360,Changey
52360,Charmes
52360,Chatenay Vaudin
52370,Maranville
52370,Rennepont
52370,Cirfontaines En Azois
52400,Terre Natale
52400,Varennes Sur Amance
52400,Vaux La Douce
52400,Vicq
52400,Villars St Marcellin
52400,Voisey
52400,Montcharvot
52400,Melay
52400,Neuvelle Les Voisey
52400,Damremont
52400,Enfonvelle
52400,Fresnes Sur Apance
52400,Fresnoy En Bassigny
52400,Genrupt
52400,Guyonvelle
52400,Parnot
52400,Parnoy En Bassigny
52400,Pouilly En Bassigny
52400,Serqueux
52400,Soyers
52400,Laneuvelle
52400,Lariviere Arnoncourt
52400,Le Chatelet Sur Meuse
52400,Aigremont
52400,Arnoncourt Sur Apance
52400,Beaucharmoy
52400,Bourbonne Les Bains
52400,Champigny Sous Varennes
